,2018,,,,,,,,,,,,
罪名,都道府県,1,2,3,4,5,6,7,8,9,10,11,12
刑法犯総数,全国,62485,120286,185988,254236,329471,398615,470716,543422,608240,684237,754352,817338
刑法犯総数,北海道,1615,3159,4838,6908,9325,11565,14043,16779,19129,21633,23789,25459
刑法犯総数,青森県,339,567,882,1266,1654,2038,2404,2784,3115,3478,3805,4060
刑法犯総数,岩手県,210,388,697,1011,1362,1642,1962,2299,2583,2912,3218,3458
刑法犯総数,宮城県,959,2013,3018,4135,5376,6741,7994,9134,10280,11558,12679,13755
刑法犯総数,秋田県,149,258,458,661,898,1195,1429,1654,1832,2104,2306,2460
刑法犯総数,山形県,221,461,780,1058,1394,1814,2109,2473,2738,3083,3386,3614
刑法犯総数,福島県,705,1477,2281,3086,4007,4783,5720,6607,7359,8190,9138,10277
刑法犯総数,東京都,8729,16954,26358,36087,46176,55394,65532,75439,84466,95150,104928,114492
刑法犯総数,茨城県,1621,3275,5146,7179,9164,10926,12929,15014,16778,18891,20921,22550
刑法犯総数,栃木県,864,1701,2614,3699,4795,5726,6703,7662,8594,9532,10423,11346
刑法犯総数,群馬県,1086,1957,2966,4053,5224,6235,7317,8300,9200,10233,11268,12201
刑法犯総数,埼玉県,4487,8718,13465,18614,23914,28843,34108,39295,44340,50329,55265,60001
刑法犯総数,千葉県,3678,7234,11002,14920,19220,23175,27239,31197,34744,38968,43089,46698
刑法犯総数,神奈川県,3313,6573,10385,14309,18838,22625,26711,30708,34327,38865,43035,46780
刑法犯総数,新潟県,704,1384,2360,3371,4334,5344,6402,7447,8373,9379,10310,11137
刑法犯総数,山梨県,292,625,946,1388,1798,2127,2493,2816,3083,3467,3785,4123
刑法犯総数,長野県,612,1229,1961,2674,3498,4255,5017,5821,6590,7430,8155,8825
刑法犯総数,静岡県,1385,2770,4294,5957,7764,9469,11311,13019,14574,16409,18094,19659
刑法犯総数,富山県,301,603,1002,1407,1938,2364,2847,3214,3562,3976,4449,4846
刑法犯総数,石川県,286,525,957,1335,1828,2277,2698,3124,3505,4031,4424,4722
刑法犯総数,福井県,157,292,596,864,1175,1487,1805,2113,2397,2702,2983,3197
刑法犯総数,岐阜県,957,1887,2952,4070,5234,6381,7514,8685,9681,11016,12178,13232
刑法犯総数,愛知県,4349,8332,12731,17345,22476,27202,32159,36983,41324,46274,50868,55080
刑法犯総数,三重県,934,1715,2604,3549,4532,5589,6498,7475,8406,9452,10351,11247
刑法犯総数,滋賀県,624,1151,1826,2476,3213,3902,4554,5247,5870,6700,7385,7967
刑法犯総数,京都府,1302,2485,3848,5276,6802,8159,9616,11112,12386,14061,15534,16821
刑法犯総数,大阪府,8156,15169,22911,30573,39678,47626,56116,64962,72329,80784,88683,95558
刑法犯総数,兵庫県,3425,6656,10288,13761,17831,21712,25462,29378,32872,36796,40749,44233
刑法犯総数,奈良県,573,1160,1827,2521,3276,3902,4624,5318,5861,6548,7187,7764
刑法犯総数,和歌山県,416,814,1209,1678,2124,2526,2947,3379,3714,4146,4499,4848
刑法犯総数,鳥取県,149,281,449,619,844,1017,1201,1401,1550,1747,1960,2110
