,2020,,,,,,,,,,,,
強盗殺人,和歌山県,0,0,0,0,0,0,0,0,0,0,0,
強盗殺人,鳥取県,0,0,2,2,2,2,2,2,2,2,2,
強盗殺人,島根県,0,0,0,0,0,0,0,0,0,0,0,
強盗殺人,岡山県,0,0,0,1,1,1,1,1,2,2,2,
強盗殺人,広島県,0,1,2,3,3,3,3,4,4,5,5,
強盗殺人,山口県,0,0,0,0,0,0,0,0,0,0,1,
強盗殺人,徳島県,0,0,0,0,0,0,0,0,0,0,0,
強盗殺人,香川県,0,0,0,0,1,1,1,1,3,4,4,
強盗殺人,愛媛県,0,0,0,0,0,0,0,0,0,0,0,
強盗殺人,高知県,0,0,0,0,0,0,0,0,0,0,0,
強盗殺人,福岡県,6,7,10,10,15,15,17,18,18,19,19,
強盗殺人,佐賀県,0,0,0,0,0,0,0,0,0,0,0,
強盗殺人,長崎県,0,0,0,0,0,0,0,0,0,0,0,
強盗殺人,熊本県,0,0,0,0,0,0,0,0,1,1,1,
強盗殺人,大分県,0,0,0,2,2,2,2,3,3,3,3,
強盗殺人,宮崎県,0,0,0,0,0,0,0,0,0,0,0,
強盗殺人,鹿児島県,0,0,1,2,2,2,2,2,2,2,2,
強盗殺人,沖縄県,1,1,1,1,3,3,3,3,4,4,4,
,,,,,,,,,,,,,
罪名,都道府県,1,2,3,4,5,6,7,8,9,10,11,12
放火,全国,60,132,211,262,341,397,459,525,588,654,722,
放火,北海道,1,1,2,3,4,7,13,14,18,20,21,
放火,青森県,2,2,3,3,4,5,5,6,6,8,12,
放火,岩手県,2,3,3,4,5,6,9,12,13,14,14,
放火,宮城県,2,4,7,8,10,10,10,10,12,13,15,
放火,秋田県,0,1,1,1,1,1,1,1,1,1,1,
放火,山形県,0,2,3,3,5,9,11,14,15,15,17,
放火,福島県,3,4,8,8,9,9,11,11,12,12,12,
放火,東京都,2,14,19,26,33,38,42,47,53,56,61,
放火,茨城県,0,3,7,8,10,14,17,18,20,21,21,
放火,栃木県,1,2,5,7,10,11,13,16,18,18,19,
放火,群馬県,1,1,3,4,5,6,6,7,9,9,10,
放火,埼玉県,1,4,6,9,11,14,19,21,25,30,31,
放火,千葉県,3,8,9,10,12,12,15,16,18,20,21,
放火,神奈川県,3,7,8,8,12,12,12,14,16,23,26,
放火,新潟県,1,2,4,4,5,7,8,11,12,13,13,
放火,山梨県,1,2,2,4,4,4,4,5,5,5,5,
放火,長野県,1,3,5,5,5,5,5,8,9,9,9,
放火,静岡県,3,4,5,6,9,9,10,11,14,17,21,
放火,富山県,1,1,2,2,3,3,5,5,8,8,9,
放火,石川県,1,2,2,2,2,4,6,6,6,8,9,
放火,福井県,0,0,0,0,0,0,0,1,1,1,1,
放火,岐阜県,1,1,1,1,1,3,5,6,6,7,7,
放火,愛知県,5,10,16,23,29,31,32,35,36,40,42,
放火,三重県,0,1,2,2,3,4,4,4,4,4,7,
放火,滋賀県,0,0,3,4,4,4,4,6,8,10,12,
放火,京都府,1,3,5,6,7,7,8,10,12,13,14,
放火,大阪府,9,16,28,35,45,54,58,66,74,91,106,
放火,兵庫県,4,5,6,10,12,15,21,23,24,25,30,
放火,奈良県,0,0,0,0,1,1,1,1,1,1,2,
放火,和歌山県,0,1,1,1,2,2,2,2,2,2,2,
放火,鳥取県,0,1,2,2,2,2,2,2,3,3,3,
放火,島根県,1,1,2,2,2,3,4,4,5,6,7,
放火,岡山県,0,0,1,2,4,4,4,4,4,5,6,
放火,広島県,2,4,8,9,10,12,12,15,18,18,18,
放火,山口県,1,1,1,1,2,2,3,6,6,7,8,
放火,徳島県,1,1,1,1,1,1,2,3,3,3,3,
放火,香川県,0,5,6,6,6,6,6,7,8,8,8,
放火,愛媛県,0,0,1,2,2,2,2,2,2,2,3,
放火,高知県,0,0,0,0,0,4,4,4,5,7,7,
放火,福岡県,2,5,8,9,16,17,22,24,25,27,31,
放火,佐賀県,1,1,1,1,2,2,2,2,3,4,7,
放火,長崎県,0,1,2,2,3,4,7,7,7,7,7,
放火,熊本県,1,2,5,8,13,15,15,16,16,16,16,
放火,大分県,0,0,0,1,2,2,2,3,3,3,3,
放火,宮崎県,0,0,0,1,1,1,1,1,1,1,1,
放火,鹿児島県,1,1,2,3,6,7,7,9,11,12,12,
放火,沖縄県,1,2,5,5,6,6,7,9,10,11,12,
,,,,,,,,,,,,,
罪名,都道府県,1,2,3,4,5,6,7,8,9,10,11,12
強制性交等,全国,118,215,335,430,507,633,759,867,979,1105,1217,
強制性交等,北海道,4,8,12,13,15,20,24,27,31,33,36,
強制性交等,青森県,0,1,2,2,3,3,4,4,5,6,10,
強制性交等,岩手県,1,2,3,4,4,6,9,10,10,11,11,
強制性交等,宮城県,4,6,7,9,12,13,15,15,15,16,16,
強制性交等,秋田県,0,0,0,0,0,0,1,1,1,1,2,
強制性交等,山形県,1,2,3,3,3,5,6,10,11,13,13,
強制性交等,福島県,1,2,3,3,3,3,3,3,5,5,5,
強制性交等,東京都,20,45,66,88,103,126,143,160,175,191,214,
強制性交等,茨城県,2,6,8,10,11,16,21,25,27,31,32,
強制性交等,栃木県,3,4,4,6,8,9,11,13,14,15,16,
強制性交等,群馬県,2,2,6,6,6,6,6,12,17,19,19,
強制性交等,埼玉県,7,10,15,26,31,35,40,47,53,63,70,
強制性交等,千葉県,6,15,22,25,28,35,43,45,50,56,64,
強制性交等,神奈川県,2,4,11,18,20,24,30,36,53,64,72,
強制性交等,新潟県,2,6,7,10,12,12,15,15,19,20,21,
強制性交等,山梨県,0,0,1,1,1,1,1,2,4,5,6,
強制性交等,長野県,0,0,0,0,0,1,1,1,2,4,7,
強制性交等,静岡県,3,5,7,11,12,16,19,24,26,32,34,
強制性交等,富山県,1,1,1,1,1,1,1,1,1,1,1,
強制性交等,石川県,1,1,4,4,4,4,4,5,5,7,8,
